model,availability,price,barcode
"AC120-006-14","9","659.4000","6009515855826"
"AC120-008-12","16","780.5500","6009515817428"
"AC120-008-14","4","780.3000","6009515864286"
"AC120-012-12","0","1843.5500","6009515858902"
"AC120-012-14","12","1843.5500","6009515863913"
"AC121-008-12","2","780.5500","6009515817428"
"AC121-008-14","2","882.4000","6009515817572"
"AC121-012-12","2","1474.7500","6009515818579"
"AC121-012-14","1","1471.3000","6009515818586"
"AC122-012-11","5","2679.6500","6009515860691"
"AC1225","-52","602.0000","044295122504"
"AC124-006-14","4","688.7500","6009515859701"
"AC124-008-14","1","1008.6500","6009515859718"
"AC125-005-11","0","895.0500",""
"AC126-012-11","4","2207.4000","6009515856922"
"AC126-012-12","1","4560.2500",""
"AC126-020-11","2","5669.8500","6009515863920"
"AC126-020-12","0","7508.0500",""
"AC126-024-11","0","6187.6500",""
"AC126-024-12","0","14973.5500",""
"AC126-040-11","0","17470.0000",""
"AC126-040-12","0","26823.6000",""
"AC127-012-11","6","2290.7000",""
"AC127-020-11","2","3188.9000","6009515846992"
"AC127-024-11","2","3357.1500","6009515851644"
"AC127-032-11","0","14341.0500",""
"AC127-040-11","1","7717.6000","6009515842772"
"AC127-060-11","0","33654.8000",""
"AC127-080-11","0","43810.9000",""
"AC128-020-11","0","5333.2500",""
"AC128-020-12","3","6844.1500","6009515858148"
"AC128-040-11","0","20922.6000",""
"AC129-020-11","1","6306.6000","6009515876128"
"AC129-020-12","0","9775.2500",""
"AC129-040-11","0","21714.1000",""
"AC13025","-55","549.9500","044295130257"
"AC133-006-11","3","2133.9500","6009515851651"
"AC134-006-11","1","2435.3000",""
"AC135-006-11","4","2435.1500","6009515851668"
"AC135-008-11","2","2739.7500","6009515863944"
"AC135-012-11","2","3723.2000",""
"AC136-006-11","2","2552.3500","6009515846961"
"AC136-008-11","1","2937.1500",""
"AC136-012-11","1","4791.7500","6009515845483"
"AC137-006-11","28","1784.0500","6009515818626"
"AC143-006-11","0","3286.2500",""
"AC144-006-11","0","3369.4500",""
"AC145-006-11","0","3728.1500",""
"AC146-006-11","0","3746.7000",""
"AC146-012-11","0","6936.6000",""
"AC151-006-11","0","5843.7000",""
"AC151-012-11","0","8454.8500",""
"AC156-001-11","0","8144.2000",""
"AC1623","156","752.0500","044295162302"
"AC171-006-11","2","1308.7500","6009515845339"
"AC171-008-11","5","1557.8000","6009515859732"
"AC171-012-11","4","3408.9500","6009515863661"
"AC171-020-11","2","8404.9500",""
"AC172-008-11","1","2947.7000","6009515863951"
"AC173-006-11","1","2513.2500","6009515863968"
"AC173-008-11","1","2964.3500","6009515862794"
"AC173-012-11","1","5803.1000","6009515862800"
"AC174-006-11","1","2668.5000","6009515862817"
"AC174-008-11","1","3067.9500","6009515862824"
"AC174-012-11","1","6008.3000","6009515862831"
"AC177-006-11","2","672.5000","6009515845346"
"AC177-008-11","13","705.2000","6009515823559"
"AC177-012-11","3","1034.5500","6009515858155"
"AC177-020-11","1","2790.6000","6009515863791"
"AC179-000-00","4","294.1500","6009515860301"
"AC180-000-SC4","0","942.2000",""
"AC180-001-CP1","0","687.0500",""
"AC181-012-11","1","4957.2000","6009515858803"
"AC181-024-11","1","12525.1500","6009515860707"
"AC181-040-11","2","29662.2000",""
"AC182-012-11","0","12889.4500",""
"AC182-024-11","2","19905.5500","6009515860745"
"AC185-012-11","3","6958.8000","6009515859749"
"AC185-024-11","1","12624.9000","6009515862848"
"AC186-012-11","2","4268.6500","6009515865603"
"AC186-024-11","1","7019.9000","6009515862855"
"AC190101","660","968.7500","044295901017"
"AC2","-69","748.1500","044295002004"
"AC200-01","16","1922.7000","6009515845469"
"AC211-010-01","1","6306.0000","6009515862862"
"AC211-010-02","5","5102.9000","6009515845353"
"AC211-010-11","4","2512.6500",""
"AC211-010-12","0","3053.1500",""
"AC211-025-01","4","4852.7000","6009515859756"
"AC211-025-02","0","6590.8500",""
"AC211-025-11","3","3593.1500","6009515862879"
"AC211-025-12","0","3558.0500",""
"AC211-050-01","9","8012.3000","6009515845360"
"AC211-050-02","0","7551.6500",""
"AC211-050-11","0","7641.1000",""
"AC211-050-12","0","7604.1500",""
"AC212-010-01","2","4774.8000","6009515860752"
"AC212-010-02","0","4721.2000",""
"AC212-010-11","0","2182.1500",""
"AC212-010-12","0","2124.9000",""
"AC212-025-01","2","5736.4500","6009515860769"
"AC212-025-02","0","5703.1500",""
"AC212-025-11","0","2759.1500",""
"AC212-025-12","0","2740.6000",""
"AC221-003-01","0","4238.5500",""
"AC221-003-02","0","4177.6000",""
"AC221-003-11","0","1100.3500",""
"AC221-003-12","0","1039.3000",""
"AC221-005-01","0","4523.3000",""
"AC221-005-02","0","4438.3000",""
"AC221-005-11","0","1100.3500",""
"AC221-005-12","0","1039.3000",""
"AC221-010-11","0","1100.3500",""
"AC221-010-12","0","1039.3000",""
"AC222-001-01","0","2333.7500",""
"AC222-001-02","0","2254.3000",""
"AC222-003-11","3","665.0000","6009515850470"
"AC222-010-11","50","596.0000","6009515842789"
"AC222-010-12Q","22","533.2000","6009515818654"
"AC226-003-11","0","1385.2000",""
"AC226-003-12","0","1324.1000",""
"AC226-005-11","2","1013.8000","6009515871864"
"AC226-005-12","2","1298.2000","6009515859763"
"AC226-010-11","1","1385.2000","6009515859770"
"AC226-010-12","8","1298.2000","6009515859797"
"AC228-003-11","8","1046.0500","6009515849238"
"AC228-005-12","0","377.0500","6009515850494"
"AC229-020-11","8","1520.2000","6009515859794"
"AC229-020-12","3","1472.1000","6009515859800"
"AC229-030-11","1","1577.4000","6009515859817"
"AC229-030-12","3","1533.0500","6009515859824"
"AC229-050-21","-1","3186.3000",""
"AC23530","14","800.5500","044295235303"
"AC241-010-01","2","13457.1500",""
"AC241-010-11","4","5218.4500",""
"AC241-018-01","2","13048.4500","6009515860776"
"AC241-018-11","1","6993.9500",""
"AC241-035-01","2","11942.6000","6009515863937"
"AC241-035-11","0","6747.9500","6009515860783"
"AC241-060-01","2","12136.8000","6009515859831"
"AC241-060-11","2","6747.9500","6009515860790"
"AC241-100-01","1","12427.0500","6009515865559"
"AC241-100-11","3","6747.9500","6009515859848"
"AC241-160-01","0","12508.4000",""
"AC241-160-02","0","12508.4000",""
"AC241-160-11","0","6747.9500",""
"AC241-160-12","0","6747.9500",""
"AC241-250-01","0","14196.9000",""
"AC241-250-11","0","8575.0500",""
"AC241-450-01","0","14470.6000",""
"AC241-450-11","0","7998.1000",""
"AC251-010-01","0","7121.5500",""
"AC251-010-11","2","4190.5000","6009515860806"
"AC251-018-01","0","6849.8000",""
"AC251-018-11","1","4044.4000","6009515860813"
"AC251-035-01","3","5836.3000","6009515859312"
"AC251-035-11","4","3167.8000","6009515860820"
"AC251-060-01","0","5381.3500",""
"AC251-060-11","2","3167.8000","6009515860837"
"AC251-100-01","0","5836.3000",""
"AC251-100-11","5","3167.8000","6009515860844"
"AC251-160-01","5","4383.5000","6009515845377"
"AC251-160-02","2","4383.5000","6009515845384"
"AC251-160-11","2","3167.8000",""
"AC251-160-12","0","3167.8000",""
"AC251-250-01","0","8732.2500","6009515864088"
"AC251-250-11","3","4441.9500","6009515858810"
"AC251-450-01","0","9459.0500",""
"AC251-450-11","2","5239.0500","6009515859329"
"AC260-001-02","0","151.8500","6009515860066"
"AC260-002-02","1","151.8500","6009515859367"
"AC261-008-11","5","1373.1500","6009515823498"
"AC261-008-12","2","1638.5500","6009515860851"
"AC2610","192","45.9500","044295261036"
"AC2620","193","54.9500","044295262033"
"AC2630","309","94.9000","044295263030"
"AC2640","265","130.3500","044295264037"
"AC2650","192","201.8000","044295265034"
"AC26545","108","484.2000","044295265454"
"AC2660","342","227.0500","044295266031"
"AC267-115-02","1","342.0000","6009515877057"
"AC268-055-01","1","313.0000","6009515877064"
"AC2680","0","291.5000","044295268035"
"AC270-005-01","3","391.6000","6009515850500"
"AC270-005-11","2","399.6500","6009515845452"
"AC27091","42","1093.4000","044295270915"
"AC280-000-12","0","4965.7000","6009515850807"
"AC281-060-01","14","422.9500","6009515845490"
"AC281-060-02","-1","415.5000","6009515819446"
"AC281-080-01","2","686.1000","6009515845506"
"AC281-100-01","6","1440.5500","6009515859855"
"AC282-080-01","0","2152.6000",""
"AC282-080-02","2","2324.6000","6009515859862"
"AC282-100-01","1","3219.6000",""
"AC283-080-01","0","1096.6000","6009515859879"
"AC286-040-01","2","2130.3500","6009515859886"
"AC29040","48","1216.2000","044295290401"
"AC29050","29","1716.5500","044295290500"
"AC29055","31","2637.9500","044295290555"
"AC29058","155","638.1500","044295290586"
"AC29060","-10","2428.5500","044295290609"
"AC291-010-11","0","2274.6500",""
"AC292-300-11","0","3234.4000",""
"AC292-300-12","0","3234.4000",""
"AC296-700-11","2","9176.1000","6009515859893"
"AC297-003-11","1","4069.3800","6009515877019"
"AC3-0","43","359.2000","044295000307"
"AC300-01","15","3024.3500",""
"AC30105","17","3934.9500","044295301053"
"AC311-001-03","3","2563.1500",""
"AC311-002-01","1","3060.5500","6009515859343"
"AC311-003-01","1","3500.7000","6009515876135"
"AC311-003-03","0","3030.6000",""
"AC311-004-03","2","4188.6000",""
"AC313-001-02","35","3184.5000","6009515858162"
"AC313-002-01","15","2634.4000","6009515866259"
"AC313-002-02","1","3269.6400","6009515820343"
"AC313-003-01","2","2453.6500","6009515821159"
"AC313-003-01Q","2","2267.0000","6009515821159"
"AC313-003-02","5","4356.3000","6009515860868"
"AC313-004-01","6","3109.9000","6009515823122"
"AC313-004-02","5","5275.9500","6009515860875"
"AC3201T","1","39.6500","044295320160"
"AC3202T","52","61.4500","044295320269"
"AC3203T","129","95.9500","044295320368"
"AC3204T","154","191.8500","044295320467"
"AC321-001-01","38","446.5500","6009515823139"
"AC321-002-01","6","530.5500","6009515825515"
"AC321-003-01","7","599.0000","6009515825539"
"AC321-004-01","17","576.4000","6009515825546"
"AC321-005-01","5","714.8000","6009515825553"
"AC321-006-01","3","980.5500","6009515827748"
"AC321-007-01","9","1254.4000","6009515832766"
"AC321-008-01","3","1284.5000","6009600402324"
"AC321-009-01","2","1135.9500","6009515823566"
"AC321-010-01","4","1695.8000","6009515823573"
"AC321-011-01","5","1838.2500","6009515823580"
"AC321-012-01","5","1295.6500","6009515843830"
"AC32150","40","125.5000","044295321501"
"AC32225","-89","209.0000","044295322256"
"AC32400","-60","270.1000","044295324007"
"AC325-002-01","1","1672.6500","6009515860318"
"AC325-004-01","3","3310.9500","6009515860325"
"AC325-006-01","0","4165.9000","6009515823597"
"AC325-008-01","1","4746.4500","6009515860332"
"AC325-012-01","2","7154.8500","6009515865856"
"AC325-016-02","1","7631.0500","6009515860349"
"AC326-005-01","5","2979.9500","6009600402331"
"AC327-001-01","3","1151.8500",""
"AC327-001-02","2","1601.5000","6009515862886"
"AC327-002-01","2","1291.6000",""
"AC327-002-02","0","1795.7000","6009515862893"
"AC327-003-01","4","1941.7000","6009515859909"
"AC327-003-02","0","1941.7000",""
"AC327-004-01","2","2818.3000","6009515860011"
"AC327-004-02","0","2955.1500",""
"AC329-016-01","0","8216.3500",""
"AC329-020-01","0","9283.3500",""
"AC329-024-01","0","10932.9000",""
"AC329-028-01","0","13066.9500",""
"AC329-032-01","0","15395.2000",""
"AC329-036-01","0","17917.5500",""
"AC329-040-01","0","20051.6500",""
"AC3325","-32","184.5500","044295332507"
"AC33406","-41","414.4000","044295334068"
"AC33412","-7","465.5000","044295334129"
"AC33418","-18","506.4000","044295334181"
"AC33424","-26","561.4500","044295334242"
"AC33436","-19","601.0500","044295334365"
"AC33804","-82","115.1000","044295338042"
"AC33808","5","120.2500","044295338080"
"AC341-001-01","1","1137.3000","6009515860028"
"AC341-001-02","3","1137.3000","6009515860035"
"AC341-001-03","2","1137.3000","6009515860042"
"AC341-001-04","2","1137.3000","6009515860059"
"AC341-002-01","2","1320.4000",""
"AC341-002-02","2","1320.4000","6009515871871"
"AC342-001-01","4","1533.1500","6009515845391"
"AC342-002-01","0","1850.3500",""
"AC342-002-02","1","1850.3500",""
"AC342-003-01","1","2572.3500",""
"AC342-004-01","0","2886.7500",""
"AC342-005-01","0","3116.1000",""
"AC342-006-01","0","3367.5500",""
"AC342-007-01","0","5917.7000",""
"AC342-008-01","0","7297.2000",""
"AC343-001-01","0","2540.9500",""
"AC348-001-01","2","2118.2500",""
"AC351-001-01","4","1835.4500","6009515850432"
"AC351-002-01","3","1884.5000",""
"AC351-003-01","5","2770.2500","6009515862909"
"AC351-004-01","1","3125.2500",""
"AC351-005-01","1","3730.0000",""
"AC351-006-01","0","4086.9000",""
"AC351-007-01","0","4441.9500",""
"AC351-008-01","0","4797.0500",""
"AC352-012-01","8","3532.4500",""
"AC352-020-01","3","5675.4000","6009515823603"
"AC361-001-01","1","9669.4000",""
"AC361-002-01","0","9669.4000",""
"AC361-003-01","2","13200.1000","6009515860882"
"AC361-004-01","1","14054.4500","6009515860899"
"AC361-005-01","2","14054.4500","6009515860905"
"AC361-006-01","4","14627.7000","6009515858216"
"AC361-007-01","2","14627.7000","6009515860912"
"AC361-008-01","2","16465.9500","6009515860929"
"AC361-009-01","2","16465.9500","6009515860936"
"AC361-010-01","2","17747.4000","6009515860943"
"AC361-011-01","2","18746.0000","6009515860950"
"AC361-012-01","1","20828.2500","6009515860967"
"AC361-013-01","2","21508.8500","6009515860974"
"AC361-305-03","0","26742.2500",""
"AC361-509-05","0","56681.8500",""
"AC361-913-05","0","68631.7500",""
"AC362-001-01","0","8634.2500",""
"AC362-002-01","0","8634.2500",""
"AC362-003-01","0","8634.2500",""
"AC362-004-01","0","6494.6500",""
"AC362-005-01","0","6494.6500",""
"AC362-006-01","0","9005.9500",""
"AC362-007-01","0","9005.9500",""
"AC362-008-01","0","10004.5000",""
"AC362-009-01","0","11517.2500",""
"AC362-010-01","0","12412.3500",""
"AC362-011-01","0","13266.7000",""
"AC362-012-01","0","14492.7000",""
"AC362-013-01","0","15295.3000",""
"AC362-103-03","0","23722.4000",""
"AC362-305-03","0","11924.1000",""
"AC362-509-05","0","35067.7000",""
"AC3706","-17","272.4000","044295370608"
"AC3706HD","43","373.4500","044295370622"
"AC3712","6","254.4500","044295371209"
"AC3712HD","54","388.8000","044295371223"
"AC3718","152","278.8000","044295371803"
"AC3718HD","90","423.3000","044295371827"
"AC3724","356","303.1000","044295372404"
"AC3724HD","57","461.6500","044295372428"
"AC3730","69","328.7000","044295373005"
"AC3730HD","30","494.9000","044295373029"
"AC3736","311","347.8500","044295373609"
"AC3736HD","81","516.7000","044295373623"
"AC38004","73","354.3000","044295380041"
"AC38008","25","370.4500","044295380089"
"AC38012","-1","388.0000","044295380126"
"AC381-000-00","35","389.6000","6009515845407"
"AC40709","44","4186.4500","044295407090"
"AC41012","17","4591.7500","044295410120"
"AC411-035-11","2","2747.1500","6009515862916"
"AC411-055-11","4","2436.7000","6009515851620"
"AC411-095-11","5","2436.7000","6009515851637"
"AC421-020-11","-1","2679.1000","6009515843847"
"AC421-040-11","5","2602.4500",""
"AC434-001-11","5","2639.0500","6009515845414"
"AC441-010-01","2","4640.2000","6009515850371"
"AC441-010-11","0","2359.9500","6009515850388"
"AC443-010-11","3","1318.0500","6009515850395"
"AC443-010-12","5","1760.2500","6009515862923"
"AC443-030-11","12","2407.0000",""
"AC444-010-11","3","2761.7000","6009515862930"
"AC444-010-12","3","2761.7000","6009515862947"
"AC444-020-11","3","3592.2000","6009515862954"
"AC444-020-12","3","3592.2000","6009515865566"
"AC448-010-11","2","2719.8000",""
"AC49610","3","837.7000","012373496106"
"AC50","472","459.1000","044295050005"
"AC511-112-01","3","88967.4500",""
"AC512-056-01","3","10219.0500","6009515860981"
"AC512-112-01","2","23557.8500","6009515860998"
"AC517-012-01","1","23183.1000","6009515871307"
"AC52","87","371.9500","044295052009"
"AC531-003-01","2","1111.1500","6009515870133"
"AC531-004-01","2","1111.1500","6009515870140"
"AC531-005-01","2","1111.1500","6009515870157"
"AC531-006-01","2","1194.1500","6009515870164"
"AC531-007-01","2","1194.1500","6009515870171"
"AC531-008-01","2","1194.1500","6009515870188"
"AC531-009-01","2","1194.1500","6009515870195"
"AC531-010-01","2","1194.1500","6009515870201"
"AC531-011-01","2","1277.1000","6009515870218"
"AC531-012-01","2","1277.1000","6009515870225"
"AC531-013-01","2","1277.1000","6009515870232"
"AC531-014-01","2","1277.1000","6009515870249"
"AC531-015-01","2","1277.1000","6009515870256"
"AC531-016-01","2","1387.2000","6009515870263"
"AC531-017-01","2","1387.2000","6009515870270"
"AC531-018-01","2","1387.2000","6009515870287"
"AC531-019-01","2","1387.2000","6009515870294"
"AC531-020-01","2","1387.2000","6009515870300"
"AC531-021-01","2","1387.2000","6009515870317"
"AC531-022-01","2","1387.2000","6009515870324"
"AC531-023-01","2","1387.2000","6009515870331"
"AC531-024-01","2","1387.2000","6009515870348"
"AC531-025-01","2","1387.2000","6009515870355"
"AC531-026-01","2","1539.6500","6009515870362"
"AC55","134","517.4000","044295055000"
"AC56","258","468.1000","044295056007"
"AC561-012-01","3","71828.9000","6009515871888"
"AC611-064-00","-1","5729.8500","6009515842796"
"AC621-064-01","4","11048.5000","6009515842802"
"AC625-000-00","5","28767.5000","6009515842819"
"AC633-044-01","14","1812.3000","6009515850401"
"AC634-067-01","13","3326.8500",""
"AC634-067-02","28","3691.1500","6009515850456"
