parent,code,image,url,name,description,meta_description,meta_keyword,category_tree
"EH","EHF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2027","Mini Drain","Mini Drain","Mini Drain","Mini Drain","Pneumatics > Air Treatment > Mini Drain"
"EH","EHG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2467","Pneumatic Oil","Pneumatic Oil","Pneumatic Oil","Pneumatic Oil","Pneumatics > Air Treatment > Pneumatic Oil"
"E","EI","","https://www.vermontsales.co.za/index.php?route=product/category&path=2026","Pressure Gauges","Pressure Gauges","Pressure Gauges","Pressure Gauges","Pneumatics > Pressure Gauges"
"","F","","https://www.vermontsales.co.za/index.php?route=product/category&path=818","Arts/Crafts","Screwdriving","Screwdriving","Screwdriving","Arts/Crafts"
"F","FA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1227","Rotary Mini","Pozi","Pozi","Pozi","Arts/Crafts > Rotary Mini"
"FA","FAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1228","Tools/Engravers","Insert","Insert","Insert","Arts/Crafts > Rotary Mini > Tools/Engravers"
"FA","FAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1241","Engraving/Milling","Power","Power","Power","Arts/Crafts > Rotary Mini > Engraving/Milling"
"FAB","FABA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1242","Engraving/ Milling","Carded","Carded","Carded","Arts/Crafts > Rotary Mini > Engraving/Milling > Engraving/ Milling"
"FAB","FABB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2640","Miling","Miling","Miling","Miling","Arts/Crafts > Rotary Mini > Engraving/Milling > Miling"
"FA","FAC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1978","Sanding","Sanding","Sanding","Sanding","Arts/Crafts > Rotary Mini > Sanding"
"FA","FAD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2180","Grinding","Grinding","Grinding","Grinding","Arts/Crafts > Rotary Mini > Grinding"
"FA","FAE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2181","Sharpening","Sharpening","Sharpening","Sharpening","Arts/Crafts > Rotary Mini > Sharpening"
"FA","FAF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2182","Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes","Arts/Crafts > Rotary Mini > Wire Brushes"
"FA","FAG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2183","Polishing","Polishing","Polishing","Polishing","Arts/Crafts > Rotary Mini > Polishing"
"FA","FAH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1810","Cutting/Sawing","Cutting/Sawing","Cutting/Sawing","Cutting/Sawing","Arts/Crafts > Rotary Mini > Cutting/Sawing"
"FA","FAI","","https://www.vermontsales.co.za/index.php?route=product/category&path=2185","Drilling","Drilling","Drilling","Drilling","Arts/Crafts > Rotary Mini > Drilling"
"FA","FAJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=1853","Collets/Chuck","Collets/Chuck","Collets/Chuck","Collets/Chuck","Arts/Crafts > Rotary Mini > Collets/Chuck"
"FA","FAK","","https://www.vermontsales.co.za/index.php?route=product/category&path=2186","Mandrels","Mandrels","Mandrels","Mandrels","Arts/Crafts > Rotary Mini > Mandrels"
"FA","FAL","","https://www.vermontsales.co.za/index.php?route=product/category&path=1854","Rotary Mini Tool Accessories","Rotary Mini Tool Accessories","Rotary Mini Tool Accessories","Rotary Mini Tool Accessories","Arts/Crafts > Rotary Mini > Rotary Mini Tool Accessories"
"FA","FAM","","https://www.vermontsales.co.za/index.php?route=product/category&path=2179","Router Bits","Router Bits","Router Bits","Router Bits","Arts/Crafts > Rotary Mini > Router Bits"
"FA","FAN","","https://www.vermontsales.co.za/index.php?route=product/category&path=1922","Kits","Kits","Kits","Kits","Arts/Crafts > Rotary Mini > Kits"
"FA","FAO","","https://www.vermontsales.co.za/index.php?route=product/category&path=2244","Spare Parts","Spare Parts","Spare Parts","Spare Parts","Arts/Crafts > Rotary Mini > Spare Parts"
"F","FB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1223","Airbrushes/Compressors","Phillips","Phillips","Phillips","Arts/Crafts > Airbrushes/Compressors"
"FB","FBA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1224","Airbrushes","Insert","Insert","Insert","Arts/Crafts > Airbrushes/Compressors > Airbrushes"
"FB","FBB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1237","Airbrush Accessories","Power","Power","Power","Arts/Crafts > Airbrushes/Compressors > Airbrush Accessories"
"FB","FBC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1793","Compressors/Propellant","Compressors/Propellant","Compressors/Propellant","Compressors/Propellant","Arts/Crafts > Airbrushes/Compressors > Compressors/Propellant"
"FBC","FBCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1794","Compressors/ Propellant","Compressors/ Propellant","Compressors/ Propellant","Compressors/ Propellant","Arts/Crafts > Airbrushes/Compressors > Compressors/Propellant > Compressors/ Propellant"
"FB","FBD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2265","Inks Paints/Stencils","Inks Paints/Stencils","Inks Paints/Stencils","Inks Paints/Stencils","Arts/Crafts > Airbrushes/Compressors > Inks Paints/Stencils"
"FBD","FBDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2280","Tattoo Ink","Tattoo Ink","Tattoo Ink","Tattoo Ink","Arts/Crafts > Airbrushes/Compressors > Inks Paints/Stencils > Tattoo Ink"
"FBD","FBDD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2266","Stencils","Stencils","Stencils","Stencils","Arts/Crafts > Airbrushes/Compressors > Inks Paints/Stencils > Stencils"
"FB","FBE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2089","Spare Parts","Spare Parts","Spare Parts","Spare Parts","Arts/Crafts > Airbrushes/Compressors > Spare Parts"
"FBE","FBEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2090","Airbrush Spare Parts","Airbrush Spare Parts","Airbrush Spare Parts","Airbrush Spare Parts","Arts/Crafts > Airbrushes/Compressors > Spare Parts > Airbrush Spare Parts"
"FBE","FBEB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2216","Compressor Spare Parts","Compressoor Spare Parts","Compressoor Spare Parts","Compressoor Spare Parts","Arts/Crafts > Airbrushes/Compressors > Spare Parts > Compressor Spare Parts"
"FB","FBH","","https://www.vermontsales.co.za/index.php?route=product/category&path=2229","Air Eraser/Accessories","Air Eraser/Accessories","Air Eraser/Accessories","Air Eraser/Accessories","Arts/Crafts > Airbrushes/Compressors > Air Eraser/Accessories"
"FB","FBI","","https://www.vermontsales.co.za/index.php?route=product/category&path=2224","Kits/Sets","Kits/Sets","Kits/Sets","Kits/Sets","Arts/Crafts > Airbrushes/Compressors > Kits/Sets"
"FBI","FBIA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2225","Kits/ Sets","Kits/ Sets","Kits/ Sets","Kits/ Sets","Arts/Crafts > Airbrushes/Compressors > Kits/Sets > Kits/ Sets"
"FB","FBJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=2234","Vacuum Pumps","Vacuum Pumps","Vacuum Pumps","Vacuum Pumps","Arts/Crafts > Airbrushes/Compressors > Vacuum Pumps"
"F","FC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1199","Glue Guns/Wood Burning Pens","Torx","Torx","Torx","Arts/Crafts > Glue Guns/Wood Burning Pens"
"FC","FCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1200","Glue Guns","Insert","Insert","Insert","Arts/Crafts > Glue Guns/Wood Burning Pens > Glue Guns"
"FC","FCB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1255","Glue Sticks","Power","Power","Power","Arts/Crafts > Glue Guns/Wood Burning Pens > Glue Sticks"
"FC","FCC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2275","Woodburning Pen","Woodburning Pen","Woodburning Pen","Woodburning Pen","Arts/Crafts > Glue Guns/Wood Burning Pens > Woodburning Pen"
"F","FD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1231","Cutters/Blades","Slotted","Slotted","Slotted","Arts/Crafts > Cutters/Blades"
"FD","FDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1232","Compass Cutters/Blades","Insert","Insert","Insert","Arts/Crafts > Cutters/Blades > Compass Cutters/Blades"
"FDA","FDAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1233","Compass Cutters/ Blades","Carded","Carded","Carded","Arts/Crafts > Cutters/Blades > Compass Cutters/Blades > Compass Cutters/ Blades"
"FD","FDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1243","Touch Knives","Power","Power","Power","Arts/Crafts > Cutters/Blades > Touch Knives"
"FD","FDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1775","Rotary Cutters/Blades","Rotary Cutters/Blades","Rotary Cutters/Blades","Rotary Cutters/Blades","Arts/Crafts > Cutters/Blades > Rotary Cutters/Blades"
"FDC","FDCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1776","Rotary Cutters/ Blades","Rotary Cutters/ Blades","Rotary Cutters/ Blades","Rotary Cutters/ Blades","Arts/Crafts > Cutters/Blades > Rotary Cutters/Blades > Rotary Cutters/ Blades"
"FD","FDD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1987","Safety Cutters/Blades","Safety Cutters/Blades","Safety Cutters/Blades","Safety Cutters/Blades","Arts/Crafts > Cutters/Blades > Safety Cutters/Blades"
"FDD","FDDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1988","Safety Cutters/ Blades","Safety Cutters/ Blades","Safety Cutters/ Blades","Safety Cutters/ Blades","Arts/Crafts > Cutters/Blades > Safety Cutters/Blades > Safety Cutters/ Blades"
"FD","FDE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1878","9Mm Cutters/Blades","9Mm Cutters/Blades","9Mm Cutters/Blades","9Mm Cutters/Blades","Arts/Crafts > Cutters/Blades > 9Mm Cutters/Blades"
"FDE","FDEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1879","9Mm Cutters/ Blades","9Mm Cutters/ Blades","9Mm Cutters/ Blades","9Mm Cutters/ Blades","Arts/Crafts > Cutters/Blades > 9Mm Cutters/Blades > 9Mm Cutters/ Blades"
"FD","FDF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1875","18Mm Cutters/Blades","18Mm Cutters/Blades","18Mm Cutters/Blades","18Mm Cutters/Blades","Arts/Crafts > Cutters/Blades > 18Mm Cutters/Blades"
"FDF","FDFA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1876","18Mm Cutters/ Blades","18Mm Cutters/ Blades","18Mm Cutters/ Blades","18Mm Cutters/ Blades","Arts/Crafts > Cutters/Blades > 18Mm Cutters/Blades > 18Mm Cutters/ Blades"
"FD","FDG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1982","25Mm Cutters/Blades","25Mm Cutters/Blades","25Mm Cutters/Blades","25Mm Cutters/Blades","Arts/Crafts > Cutters/Blades > 25Mm Cutters/Blades"
"FDG","FDGA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1983","25Mm Cutters/ Blades","25Mm Cutters/ Blades","25Mm Cutters/ Blades","25Mm Cutters/ Blades","Arts/Crafts > Cutters/Blades > 25Mm Cutters/Blades > 25Mm Cutters/ Blades"
"FD","FDH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1954","Other Cutters/Blades","Other Cutters/Blades","Other Cutters/Blades","Other Cutters/Blades","Arts/Crafts > Cutters/Blades > Other Cutters/Blades"
"FDH","FDHA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1955","Other Cutters/ Blades","Other Cutters/ Blades","Other Cutters/ Blades","Other Cutters/ Blades","Arts/Crafts > Cutters/Blades > Other Cutters/Blades > Other Cutters/ Blades"
"FD","FDI","","https://www.vermontsales.co.za/index.php?route=product/category&path=1986","Mat Cutters","Mat Cutters","Mat Cutters","Mat Cutters","Arts/Crafts > Cutters/Blades > Mat Cutters"
"FD","FDJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=2227","12.5Mm Cutters/Blades","12.5Mm Cutters/Blades","12.5Mm Cutters/Blades","12.5Mm Cutters/Blades","Arts/Crafts > Cutters/Blades > 12.5Mm Cutters/Blades"
"FDJ","FDJA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2228","12.5Mm Cutters/ Blades","12.5Mm Cutters/ Blades","12.5Mm Cutters/ Blades","12.5Mm Cutters/ Blades","Arts/Crafts > Cutters/Blades > 12.5Mm Cutters/Blades > 12.5Mm Cutters/ Blades"
"FD","FDK","","https://www.vermontsales.co.za/index.php?route=product/category&path=1984","Art Knives/Blades","Art Knives/Blades","Art Knives/Blades","Art Knives/Blades","Arts/Crafts > Cutters/Blades > Art Knives/Blades"
"FDK","FDKA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1985","Art Knives/ Blades","Art Knives/ Blades","Art Knives/ Blades","Art Knives/ Blades","Arts/Crafts > Cutters/Blades > Art Knives/Blades > Art Knives/ Blades"
"F","FE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1273","Scissors","Nutsetters","Nutsetters","Nutsetters","Arts/Crafts > Scissors"
"F","FG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1235","Flexible Shafts","Hex","Hex","Hex","Arts/Crafts > Flexible Shafts"
"F","FH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1221","Framing","Double End","Double End","Double End","Arts/Crafts > Framing"
"F","FI","","https://www.vermontsales.co.za/index.php?route=product/category&path=1220","Mats","Sets","Sets","Sets","Arts/Crafts > Mats"
"F","FJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=1335","Rulers","Even Pilot","Even Pilot","Even Pilot","Arts/Crafts > Rulers"
"F","FK","","https://www.vermontsales.co.za/index.php?route=product/category&path=1910","Wood Turning Chisels/Lathes","Wood Turning Chisels/Lathes","Wood Turning Chisels/Lathes","Wood Turning Chisels/Lathes","Arts/Crafts > Wood Turning Chisels/Lathes"
"F","FL","","https://www.vermontsales.co.za/index.php?route=product/category&path=1952","Finishing/Cleaning Products","Finishing/Cleaning Products","Finishing/Cleaning Products","Finishing/Cleaning Products","Arts/Crafts > Finishing/Cleaning Products"
"FL","FLA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1953","Wood","Wood","Wood","Wood","Arts/Crafts > Finishing/Cleaning Products > Wood"
"FL","FLB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2431","Metals","Metals","Metals","Metals","Arts/Crafts > Finishing/Cleaning Products > Metals"
"FL","FLC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2203","Leather","Leather","Leather","Leather","Arts/Crafts > Finishing/Cleaning Products > Leather"
"FL","FLD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2457","Paint Additives","Paint Additives","Paint Additives","Paint Additives","Arts/Crafts > Finishing/Cleaning Products > Paint Additives"
"","G","","https://www.vermontsales.co.za/index.php?route=product/category&path=795","Measuring/Marking","Accessories","Accessories","Accessories","Measuring/Marking"
